
const size_t size_data   = 2500;
const size_t size_search = 5000;

ShortString url_data_arr[ 2500 ] = {
  ShortString( "www.xfyo89.com" ),
  ShortString( "www.2in9te5xdmovlafg.com" ),
  ShortString( "www.1an.com" ),
  ShortString( "www.1j7cpdvr43abw8mh.com" ),
  ShortString( "www.p9qznhy41.com" ),
  ShortString( "www.30vxtr75uemp4owfb.com" ),
  ShortString( "www.g23vsokyhb9x6wf.com" ),
  ShortString( "www.os1bagj.com" ),
  ShortString( "www.l03uswxr2dcqk.com" ),
  ShortString( "www.oj016r8pnif9v2yg.com" ),
  ShortString( "www.f0.com" ),
  ShortString( "www.mc1sy.com" ),
  ShortString( "www.fabj.com" ),
  ShortString( "www.wqg3m6psd.com" ),
  ShortString( "www.laf6yurqw.com" ),
  ShortString( "www.9cwlpvq52dx3jg7k.com" ),
  ShortString( "www.nkezlrvju0so2f465.com" ),
  ShortString( "www.tgx6enl2.com" ),
  ShortString( "www.srx8hwvg.com" ),
  ShortString( "www.iaedq3y1wu487lhv.com" ),
  ShortString( "www.p23zcuvgaxoy4h.com" ),
  ShortString( "www.5sc.com" ),
  ShortString( "www.461pgnwuqklixdjv.com" ),
  ShortString( "www.ythkb6a1.com" ),
  ShortString( "www.e5mhyc294u3s1v.com" ),
  ShortString( "www.0buq.com" ),
  ShortString( "www.4kzfsr59t0.com" ),
  ShortString( "www.o1ka5zb02de.com" ),
  ShortString( "www.l2n4w1ovbg.com" ),
  ShortString( "www.lyhvukz.com" ),
  ShortString( "www.gxdukscb.com" ),
  ShortString( "www.ms6dgq4bx0wu1la.com" ),
  ShortString( "www.a2lwtn.com" ),
  ShortString( "www.4.com" ),
  ShortString( "www.zmaotkwgbvcyxqjhd.com" ),
  ShortString( "www.ivwyzfpj6sl2mq.com" ),
  ShortString( "www.ls8zbo0tr.com" ),
  ShortString( "www.3akm46uvo0nfd.com" ),
  ShortString( "www.3q9e1iu0hb6fgcz.com" ),
  ShortString( "www.mn8la57kf1cqb.com" ),
  ShortString( "www.8ivf0k1y9t3hjn.com" ),
  ShortString( "www.gpmqwa.com" ),
  ShortString( "www.h98.com" ),
  ShortString( "www.4rs8ev2ubz6yaqxf.com" ),
  ShortString( "www.w6s.com" ),
  ShortString( "www.ntb849yud.com" ),
  ShortString( "www.clxj8.com" ),
  ShortString( "www.ofq3wl46.com" ),
  ShortString( "www.dt5cpuv3b1kefjz2.com" ),
  ShortString( "www.4itm0hn7y.com" ),
  ShortString( "www.zwrtv4fpso.com" ),
  ShortString( "www.wny7m4zdslof.com" ),
  ShortString( "www.3ihatce.com" ),
  ShortString( "www.ywl49jf.com" ),
  ShortString( "www.s4jmgl.com" ),
  ShortString( "www.94i5ub362qpd1ltmh.com" ),
  ShortString( "www.37prey.com" ),
  ShortString( "www.3no.com" ),
  ShortString( "www.gs9do8kbmz.com" ),
  ShortString( "www.c1dlhqja.com" ),
  ShortString( "www.jhptyq52c0er.com" ),
  ShortString( "www.4xif7h.com" ),
  ShortString( "www.eq3vfy91ibmatu.com" ),
  ShortString( "www.c0ygen4856jrp13t.com" ),
  ShortString( "www.urilvgnfec78wy6.com" ),
  ShortString( "www.i3z5pnfw.com" ),
  ShortString( "www.a60lfxb.com" ),
  ShortString( "www.loprma03jfevyc.com" ),
  ShortString( "www.5y2ec3mrkzps.com" ),
  ShortString( "www.ft042oxj.com" ),
  ShortString( "www.zx4.com" ),
  ShortString( "www.9ig2q5h1x.com" ),
  ShortString( "www.pctsq942e5.com" ),
  ShortString( "www.dit1mp9cxkeg.com" ),
  ShortString( "www.ihvrb.com" ),
  ShortString( "www.u5q4jos1bxrmle.com" ),
  ShortString( "www.746qxa.com" ),
  ShortString( "www.ucswhokn90eb.com" ),
  ShortString( "www.3dpv5yoxeq0tzs6f8.com" ),
  ShortString( "www.gb43.com" ),
  ShortString( "www.0yqw.com" ),
  ShortString( "www.lgxvdjqf.com" ),
  ShortString( "www.m9wzuafpvjq471cbh.com" ),
  ShortString( "www.0sfgph.com" ),
  ShortString( "www.esumv0xcaqo.com" ),
  ShortString( "www.fyow1r25q0gdi.com" ),
